Chr	Start	End	Strand	TranscriptId	GeneId	GeneName	RFP.ZT0.R1	RFP.ZT0.R2	RFP.ZT2.R1	RFP.ZT2.R2	RFP.ZT4.R1	RFP.ZT4.R2	RFP.ZT6.R1	RFP.ZT6.R2	RFP.ZT8.R1	RFP.ZT8.R2	RFP.ZT10.R1	RFP.ZT10.R2	RFP.ZT12.R1	RFP.ZT12.R2	RFP.ZT14.R1	RFP.ZT14.R2	RFP.ZT16.R1	RFP.ZT16.R2	RFP.ZT18.R1	RFP.ZT18.R2	RFP.ZT20.R1	RFP.ZT20.R2	RFP.ZT22.R1	RFP.ZT22.R2	RNA.ZT0.R1	RNA.ZT0.R2	RNA.ZT2.R1	RNA.ZT2.R2	RNA.ZT4.R1	RNA.ZT4.R2	RNA.ZT6.R1	RNA.ZT6.R2	RNA.ZT8.R1	RNA.ZT8.R2	RNA.ZT10.R1	RNA.ZT10.R2	RNA.ZT12.R1	RNA.ZT12.R2	RNA.ZT14.R1	RNA.ZT14.R2	RNA.ZT16.R1	RNA.ZT16.R2	RNA.ZT18.R1	RNA.ZT18.R2	RNA.ZT20.R1	RNA.ZT20.R2	RNA.ZT22.R1	RNA.ZT22.R2
chr2	21185542	21210176	-	ENSMUST00000027992	ENSMUSG00000026679	Enkur	0.000000	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.000000	0.0	0.0	0.000000	0.0	0.0	0.0	0.000000	0.000000	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.000000	0.024672	0.022312	0.010086	0.0	0.0	0.0	0.010873	0.0	0.0	0.0	0.0	0.0	0.000000	0.022056	0.0	0.0	0.010707	0.0	0.000000
chr1	162500971	162568119	-	ENSMUST00000028016	ENSMUSG00000040225	Prrc2c	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.038000	0.099623	0.000000	0.163523	0.020262	0.000000	0.022568	0.000000	0.000000	0.091225	0.000000	0.075502	0.032259	0.000000	0.051490	0.052296	0.000000	0.000000	0.000000	0.000000	0.019711	0.000000	0.065963	0.106881
chr1	161796757	161799899	+	ENSMUST00000028021	ENSMUSG00000026698	Pigc	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.459284	0.000000	0.629172	0.000000	0.556472	0.000000	0.000000	1.664832	1.245916	0.000000	0.000000	0.255004	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.881821	0.729590
chr2	14079000	14149176	+	ENSMUST00000028050	ENSMUSG00000026718	Stam	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.065291	0.136494	0.284333	0.318316	0.130072	0.092813	0.093333	0.199963	0.054477	0.920070	0.356742	0.622283	0.000000	0.020713	0.000000	0.023221	0.000000	0.000000	0.000000	0.010690	0.000000	0.000000	0.095952	0.058265
chr1	160046744	160179141	-	ENSMUST00000028052	ENSMUSG00000026721	Rabgap1l	0.085357	0.274196	0.000000	0.084713	0.392713	0.319100	0.380372	0.297436	0.000000	0.000000	0.389790	0.642268	0.170858	0.279716	0.000000	0.093531	0.198496	0.297653	0.164817	0.065584	0.095282	0.271207	0.254133	0.190185	1.836036	2.150939	1.518016	2.039251	2.352516	1.607323	1.757304	1.881617	1.925801	3.110905	2.240391	2.456316	1.852854	1.439118	0.604919	0.694910	0.833297	0.768584	0.209858	0.224399	0.210368	0.644073	1.578560	1.465777
chr2	13081823	13276226	-	ENSMUST00000028059	ENSMUSG00000026727	Rsu1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.048531	0.000000	0.000000	0.000000	0.078793	0.000000	3.050103	1.110503	0.000000	3.638408	3.311732	2.697201	0.000000	1.554386	0.922454	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.391527	4.381027
chr1	159902305	159905488	-	ENSMUST00000028061	ENSMUSG00000026729	4930562F07Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006386	0.010698	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr2	17348720	17735854	-	ENSMUST00000028080	ENSMUSG00000053702	Nebl	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004126	0.000000	0.000000	0.000000
chr2	23097488	23157141	+	ENSMUST00000028113	ENSMUSG00000026774	Potegl	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.109068	0.013936	0.000000	0.000000	0.000000	0.000000	0.000000	0.015831	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr2	11476635	11506912	-	ENSMUST00000028114	ENSMUSG00000026773	Pfkfb3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.036676	0.007980	0.000000	0.000000	0.006504	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr2	22958180	23004525	+	ENSMUST00000028121	ENSMUSG00000026781	Acbd5	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.273429	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.137630	0.000000	3.973869	3.265799	5.046891	1.295932	4.420608	0.000000	0.943452	2.028502	5.808733	4.043489	2.727062	0.000000	0.000000	0.000000	1.148404	1.655011	0.000000	0.000000	0.285812	1.856595	4.443038	3.671498
chr2	29780075	29812551	+	ENSMUST00000028128	ENSMUSG00000026790	Odf2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.023192	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006524	0.000000	0.000000	0.000000
chr2	32815228	32851267	-	ENSMUST00000028132	ENSMUSG00000026792	Lrsam1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.879268	0.804077	1.087944	0.000000	0.814430	0.337914	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.268550	0.000000	0.000000
chr2	29140922	29143018	-	ENSMUST00000028141	ENSMUSG00000079499	6530402F18Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.037804
chr2	28531249	28581179	+	ENSMUST00000028155	ENSMUSG00000026812	Tsc1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.618947	0.000000	0.000000	0.000000	0.252440	0.000000	0.000000	0.433346	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.006677	0.049552
chr2	32304499	32341434	-	ENSMUST00000028160	ENSMUSG00000026819	Slc25a25	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003497	0.000000	0.000000	0.000000	0.000000	0.020157	0.000000	0.000000	0.002554	0.000000	0.000000	0.004775	0.000000	0.000000	0.000003	0.000000	0.000000	0.006211	0.000000	0.000000	0.000854	0.000000	0.000000	0.020800
chr2	28403338	28443093	+	ENSMUST00000028170	ENSMUSG00000026821	Ralgds	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.101407	0.000000	0.257784	0.026810	0.000000	0.090950	0.117188	0.000000	0.156033	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.027292	0.076354	0.000000	0.398446
chr2	58157465	58247907	-	ENSMUST00000028178	ENSMUSG00000026834	Acvr1c	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.004440	0.000000	0.0	0.014890	0.000000	0.013869	0.003751	0.021393	0.009721	0.000000	0.000000	0.000000	0.008018	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011102	0.000000
chr2	30291113	30305825	-	ENSMUST00000028207	ENSMUSG00000026853	Crat	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.185303	0.000000	0.002170	0.000000	0.118612	0.000617	0.000000	0.000267	0.000000	0.089206	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000101	0.000000	11.056734	0.000000
chr2	30234821	30249328	-	ENSMUST00000028214	ENSMUSG00000026860	Sh3glb2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.088634	1.801491	0.000000	1.272219	3.139944	1.557765	2.247780	2.081125	3.084016	4.446281	3.747940	3.103478	1.896613	0.882279	0.646162	0.674829	0.000000	0.912913	0.127033	0.293249	0.122810	1.114985	0.189930	4.485267
chr2	34566997	34644573	-	ENSMUST00000028224	ENSMUSG00000026867	Gapvd1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.073005
chr2	34783769	34803988	-	ENSMUST00000028232	ENSMUSG00000026873	Phf19	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.112393	0.048030	0.098792	0.050123	0.130629	0.030855	0.043899	0.078684	0.062151	0.177305	0.124713	0.086149	0.064268	0.076979	0.000000	0.035191	0.049846	0.044777	0.005655	0.025399	0.015827	0.042838	0.205976	0.223109
chr2	34833268	34851597	-	ENSMUST00000028234	ENSMUSG00000026875	Traf1	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.0	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001702	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr2	34999504	35020739	+	ENSMUST00000028235	ENSMUSG00000057110	Cntrl	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.056545	0.000000	0.000000	0.072395	0.000000	0.000000	0.000000	0.052377	0.000000	0.000000	0.000000	0.000000	0.022159	0.000000	0.000000	0.012018	0.000000	0.000000	0.024538	0.000000	0.000000	0.000000	0.000000	0.000000
chr2	26287066	26299196	-	ENSMUST00000028291	ENSMUSG00000026925	Inpp5e	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004911	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr2	24310572	24365611	-	ENSMUST00000028355	ENSMUSG00000026976	Pax8	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.000000	0.0	0.0	0.0	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0	0.0	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.0	0.021066	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.0
chr2	80469160	80489246	+	ENSMUST00000028382	ENSMUSG00000026999	Nup35	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.271260	0.884522	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.435228	0.741611	0.000000	0.150937	0.000000	0.000000	0.350679	0.000000	0.000000	0.055409	0.000000	0.000000	0.000000	0.000000	0.222045	0.147137
chr2	80330856	80411608	-	ENSMUST00000028386	ENSMUSG00000027002	Nckap1	0.000000	0.000000	0.000000	0.000000	0.000000	0.627469	1.126437	0.963902	1.386021	0.000000	0.000000	0.000000	1.543987	1.142453	1.208248	1.299487	2.005744	0.851503	0.000000	0.000000	0.000000	0.000000	0.000000	1.121203	23.606867	22.735306	18.080416	22.244886	24.518503	15.407644	16.765732	19.531740	18.658089	26.276300	22.248819	22.296131	14.084310	11.761399	7.178268	7.623487	8.507491	10.508224	2.460234	2.518877	0.000000	7.788699	0.000000	19.099459
chr2	70948267	70973270	+	ENSMUST00000028403	ENSMUSG00000027015	Cybrd1	0.0	0.0	0.000000	0.0	0.0	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.021056	0.0	0.000000	0.029398	0.007823	0.000000	0.008821	0.000000	0.009122	0.015953	0.009261	0.008042	0.006552	0.017108	0.002544	0.0	0.000000	0.003024	0.0	0.0	0.011769	0.022014	0.010919
chr2	76875315	77000980	-	ENSMUST00000028406	ENSMUSG00000044033	Ccdc141	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.100924	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.173449
chr2	84828927	84865831	-	ENSMUST00000028465	ENSMUSG00000027071	P2rx3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.015470	0.000000	0.067259	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.030071	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.055021
chr2	84553466	84557694	-	ENSMUST00000028475	ENSMUSG00000027079	Clp1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.000862	0.000000	0.000000	0.000000	3.836438	0.000000	0.164915	4.172838	5.664551	5.561918	0.079375	0.000000	2.957095	2.819050	0.000000	0.000000	3.398111	0.000000	0.000000	0.000000	0.000000	6.372944	0.000000
chr2	104661086	104680221	-	ENSMUST00000028593	ENSMUSG00000027171	Prrg4	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.096070	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.017745	0.000000	0.042538	0.000000	0.036775	0.040948	0.049161	0.097727	0.044877	0.232696	0.118096	0.095159	0.052819	0.074438	0.000000	0.026238	0.000000	0.031746	0.0	0.000000	0.000000	0.014586	0.000000	0.058522
chr2	103254407	103281334	+	ENSMUST00000028609	ENSMUSG00000027186	Elf5	0.0	0.000000	0.0	0.0	0.0	0.000000	0.0	0.000000	0.0	0.0	0.0	0.000000	0.0	0.000000	0.000000	0.0	0.000000	0.000000	0.0	0.000000	0.000000	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.059324	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.020940	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr2	125142514	125348305	-	ENSMUST00000028633	ENSMUSG00000027204	Fbn1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.410640	0.000000	0.633917	0.298063	0.000000	0.510955	0.000000	0.019307	0.000000	0.668413	0.105803	0.164306	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.910787	0.017062
chr2	115693545	115895528	-	ENSMUST00000028639	ENSMUSG00000027210	Meis2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.294100	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.481641
chr2	114346897	114485434	-	ENSMUST00000028640	ENSMUSG00000057147	Dph6	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.405096	0.000000	0.000000	0.000000	0.000000	0.000000	0.377992	0.000000	0.000000	0.000000	0.000000	0.000000	0.176531	0.000000	0.000000	0.086472	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr2	91760173	91762642	-	ENSMUST00000028672	ENSMUSG00000027239	Mdk	0.0	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.0	0.0	0.000000	0.000000	0.000000	0.069434
chr2	136733138	136911569	+	ENSMUST00000028737	ENSMUSG00000027281	Slx4ip	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.230412	0.183363	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr2	120439864	120450387	+	ENSMUST00000028741	ENSMUSG00000027285	Haus2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.274836	0.000000	0.591284	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.308643	0.000000	0.068675	0.000000	0.000000	0.000000	0.000000
chr2	120398172	120431736	+	ENSMUST00000028743	ENSMUSG00000027287	Snap23	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.579901	0.000000	0.000000	6.794991	4.972820	0.000000	0.000000	1.708558	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.925262	0.000000	0.000000
chr2	119581807	119590912	-	ENSMUST00000028759	ENSMUSG00000027297	Ltk	0.0	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.0	0.0	0.0	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.020181	0.0	0.000000	0.000000	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.000000	0.000000	0.000000
chr2	119629995	119648585	+	ENSMUST00000028763	ENSMUSG00000027298	Tyro3	0.0	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000000	0.000000	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.015808	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr2	119485932	119493279	-	ENSMUST00000028768	ENSMUSG00000027305	Ndufaf1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	9.407211	7.560445	0.000000	0.000000	0.000000	5.592871	7.956951	4.732163	5.495378	7.449859	0.000000	5.726443	0.000000	3.516238	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.193655	5.679533
chr2	118943288	118967771	+	ENSMUST00000028795	ENSMUSG00000027323	Rad51	0.000000	0.000000	0.046734	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.079948	0.000000	0.047680	0.036675	0.080251	0.078534	0.048777	0.078988	0.045626	0.027207	0.105320	0.026058	0.034276	0.053232	0.020152	0.032390	0.034400	0.053513	0.000000	0.000000	0.014161	0.057978	0.035121	0.037013
chr2	132081412	132089727	-	ENSMUST00000028816	ENSMUSG00000027341	Tmem230	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000483	1.242117	1.964275	0.000000	0.005266	0.000000	0.844152	0.000468	0.000000	1.583347	0.001808	0.000000	0.000208	0.000000	0.000000	0.353001	0.000050	0.000000	0.000000	0.000000	0.290494	0.000000	1.550466	1.018348
